timestamp,event,outfit_number,variation,style_categories,formality_score,trendiness_score,comfort_score,top,bottom,bra,panties,shoes,extras,colors,materials,lengths,textures,temperature_rating,season_appropriateness,image_filename,image_generated,generation_status,validation_status,error_message
20250420_013619,first date,1,1,"MINIMALIST,ROMANTIC,PROFESSIONAL,MODERATE",7.0,9.0,6.0,"A shocking pink, oversized fleece bomber jacket with a cropped cut, its plush texture juxtaposed against sharply defined pleats at the bodice. The sleeves are slightly puffed for added drama, finished with ribbed mint green cuffs.","Tailored lavender knit trousers with high-waisted seams and subtly flared legs. They offer a sleek silhouette that moves gracefully with each step, crafted from a luxuriously soft fabric that feels like a second skin.","A supportive nude balconette bra with delicate lace detailing and thin straps. It's barely visible under the jacket, providing essential support while maintaining an air of effortless chic.",Matching nude seamless thongs in breathable microfiber for ultimate comfort against the knit trousers.,"Sleek white faux-fur mules with a moderate heel height. The fluffy texture adds a touch of whimsy and warmth to the otherwise structured look, creating a playful contrast.","A small black quilted panel bag with intricate silver beading that catches the light with every movement. Minimalist silver hoop earrings complete the ensemble, reflecting the cool sophistication of the outfit.","white,black,lavender,silver,green","fleece,lace",cropped,"knit,quilted,ribbed",,,outfit_20250421_221627_1.jpg,False,Success,Valid,
20250420_013655,first date,2,1,"CONSERVATIVE,ROMANTIC,PROVOCATIVE,BOLD,PROFESSIONAL,GLAMOROUS,FORMAL",8.0,6.0,6.0,"A blush pink silk top with architectural shoulders crafted from a luxurious blend of wild silk and cashmere. The fabric drapes beautifully, creating soft, undulating lines that flatter the figure. Delicate mint embroidery adorns the neckline in an intricate floral pattern, echoing the essence of springtime blossoms.","A high-waisted midi skirt in deep lavender corduroy with a playful A-line silhouette. Layers of cascading, hand-stitched brocade panels in shades of lavender and pink cascade down the skirt, creating a mesmerizing tapestry of textures and hues. The wrap detail at the waist adds a touch of romanticism and accentuates the feminine form.","A structured bralette in soft mint satin with delicate lace accents, offering both support and a hint of alluring femininity.","Matching mint satin panties with a playful bow detail at the hip, adding a whisper of whimsy to this sophisticated ensemble.","Sculptural platform heels in a rich, velvety pink hue. The intricate design features interwoven straps and geometric cutouts, reminiscent of ancient Roman architecture. A subtle platform elevates the wearer while providing balance and stability.","A pair of hand-knitted gloves in pale lavender wool with delicate silver thread accents, adding a touch of warmth and unexpected elegance. Silver statement earrings with flowing, abstract shapes complement the architectural lines of the top. A single gold cuff bracelet with a textured finish completes the look, echoing the layered patterns of the skirt.","gold,pink,lavender,silver","wool,satin,silk,lace,corduroy",midi,textured,,,outfit_20250421_221639_1.jpg,False,Success,Valid,
20250420_014407,parole hearing,1,1,"GLAMOROUS,PROFESSIONAL,BOLD,PROVOCATIVE,EDGY,ROMANTIC",7.0,7.0,5.0,"A vibrant blush pink, lightweight wool top with a cinched waist and a playful peplum detail that flows gracefully outward. The sculpted silhouette is accented by subtle architectural pleats that add depth and dimension, giving the piece a structured yet fluid movement.","Tailored mint green suede pants, wide-legged for a dramatic flair.  The high-waisted cut flatters the figure while the lightweight suede drapes beautifully, creating an air of luxurious confidence. The hem falls just above the ankle, showcasing sleek, pointy pink suede heels peeking through.",A delicate lavender lace bralette with thin adjustable straps and a seamless design for ultimate comfort. It offers subtle support without compromising on the seductive allure of peekaboo details.,"Seamless, nude-colored briefs in luxurious silk, ensuring smooth lines under the pants and adding a touch of opulent femininity.","Sculptural pink suede heels with a sharp pointed toe and a block heel for stability and height.  The shoe features intricate hand-stitched detailing that adds an exotic touch, echoing Ana's love for bold artistry.","A statement beaded bag in a mix of lavender, mint, and blush hues – each bead carefully chosen to reflect the vibrant energy of the outfit. Delicate silver hoop earrings with small pink stones dangle gracefully, catching the light as she moves.","lavender,pink,silver,green","suede,wool,lace",,"beaded,smooth",,,outfit_20250421_221650_1.jpg,False,Success,Valid,
20250420_014452,parole hearing,1,2,"MINIMALIST,MODERATE,ROMANTIC,GLAMOROUS,PROFESSIONAL,CASUAL,BOLD,PROVOCATIVE",7.0,8.0,8.0,"A vibrant fuchsia silk blouse with a vintage '50s silhouette, cinched at the waist with a delicate mint green leather belt.  Its sleeves are subtly flared and feature intricate origami folds that create a playful dance of texture. The hemline is softly asymmetrical, dipping lower at the back for an air of unexpected sophistication.","Tailored lavender cashmere trousers with a high-waisted, straight leg cut. They drape elegantly, offering a timeless yet contemporary feel.  Subtly pleated at the front, they echo the origami details of the blouse, unifying the outfit's narrative.",A luxurious pale pink silk bralette with delicate lace detailing and thin adjustable straps. The sweetheart neckline accentuates the collarbone while providing a comfortable fit under the blouse.,Matching lavender cashmere thongs for seamless comfort beneath the trousers.,"Sculptural mint green leather pumps with a mid-height stiletto heel, adding a touch of retro glamour. Their pointed toes and sleek lines create a modern counterpoint to the vintage elements.","A dramatic wide-brimmed hat crafted from woven lavender straw adorned with silk organza flowers in shades of pink and mint. A single strand of pearlescent beads adorns the neck, subtly catching the light and echoing the soft shimmer of the silk blouse.","lavender,pink,green","silk,cashmere,lace,leather",,"pleated,woven",,,outfit_20250421_221702_1.jpg,False,Success,Valid,
20250420_014605,parole hearing,2,2,"MINIMALIST,CONSERVATIVE,MODERATE,ROMANTIC,GLAMOROUS,CASUAL,BOLD,FORMAL,PROVOCATIVE",6.0,8.0,7.0,"A vintage-inspired teal silk blouse, its fabric whispering with the touch of time.  A deep, V-neckline dips gracefully into a cascade of ruffles that form a dramatic peplum, echoing the curves of a roaring 20s silhouette. The sleeves are fitted, finished with delicate turquoise velvet cuffs for a touch of modern opulence.","Sculpted midnight blue cashmere trousers drape elegantly from the hips, their straight-leg cut ending in a subtle flare just above the ankle. Two oversized geometric pockets adorn each hip, their contrasting leather adding an unexpected edge to the classic silhouette.","A smooth and supportive balconette bra crafted from a luxurious blend of ivory silk and lace. Its delicate scalloped edges peek out subtly beneath the blouse's neckline, hinting at a touch of sensual intrigue.","Matching ivory silk panties with a flattering high-waist cut, their smooth satin finish offering both comfort and sophistication. They provide a seamless foundation for the outfit's captivating story.","A pair of sleek black leather ankle boots reach mid-calf, their pointed toes adding a touch of retro glamour. A slender stiletto heel elevates the look while maintaining a comfortable balance for navigating the day's events.","A single strand of lustrous turquoise pearls drapes gracefully around her neck, echoing the vibrant hues of the blouse and completing the ensemble's captivating color palette.  She dons a pair of knitted gloves in a rich indigo blue, their tactile texture adding warmth and visual interest to her elegant persona.","turquoise,teal,blue,ivory,indigo,black","silk,leather,cashmere,velvet,satin",,smooth,,,outfit_20250421_221714_1.jpg,False,Success,Valid,
20250420_014705,parole hearing,3,2,"MINIMALIST,ATHLETIC,MODERATE,ROMANTIC,GLAMOROUS,PROFESSIONAL,CASUAL,BOLD,PROVOCATIVE,EDGY",5.0,6.0,7.0,"A crimson neoprene tank top with a sculpted, fitted silhouette, its high neckline accented by a zippered detail that cascades down the back.  A striking yellow mesh overlay drapes artfully over one shoulder, adding a layer of edgy sophistication to the bold red base.","Tailored blue trousers crafted from technical fabric with a streamlined cut and sharp pleats running down the front. A hidden quilted panel at the hip adds subtle texture and visual interest, breaking up the clean lines for a dynamic effect.","A sporty black racerback bra crafted from breathable mesh, offering both support and breathability under the vibrant top. It features thin, adjustable straps that disappear seamlessly into the tank's design.","Seamless high-waisted panties in a matching black technical fabric, providing a smooth, invisible line under the tailored trousers.","Sleek black leather sneakers with a chunky sole and subtle platform for added height. Their streamlined design complements the athletic yet tailored aesthetic of the outfit, while still maintaining a comfortable edge.","Long knit gloves in deep blue wool, reaching past the elbows and accented by a single silver button at the wrist. A delicate gold chain necklace hangs just below the neckline of the top, catching the light and adding a touch of understated luxury. A small, rectangular bag in a vibrant red leather echoes the top’s color and provides a pop of visual contrast against the cooler blue tones.","yellow,gold,red,crimson,silver,blue,black","leather,mesh",long,"knit,quilted",,,outfit_20250421_221725_1.jpg,False,Success,Valid,
20250420_014732,parole hearing,4,1,"GLAMOROUS,MINIMALIST,CONSERVATIVE,BOLD,FORMAL,BOHEMIAN,ROMANTIC",7.0,9.0,6.0,"A fiery crimson silk blouse with a dramatic, oversized ruffle at the cuffs. The bodice is cut in a sleek, modern silhouette that nips in at the waist before flowing into a slightly looser, hip-grazing hemline.  Tiny, antique gold buttons adorn the front placket, adding a touch of vintage charm.","High-waisted, wide-leg trousers crafted from a soft, deep blue cashmere blend. The fabric drapes beautifully, with subtle architectural pleats along the front that cascade down to the floor, creating an air of elegant movement.  They're finished with a hidden zipper and button closure at the side.","A luxurious, hand-beaded bralette in a rich sunflower yellow. Its cups are lined with sheer mesh panels for a touch of peekaboo allure, while delicate chains weave across the band, adding a hint of bohemian spirit.","Matching briefs cut from the same sumptuous cashmere as the trousers, providing ultimate comfort and luxurious feel against the skin.","Sculptural, chunky platform heels in distressed black leather.  The platforms are adorned with intricate gold studs that echo the vintage accents on the blouse, while the ankle straps cinch the leg for a touch of bondage-inspired edge.","A single, oversized silver hoop earring adorns one ear, adding a statement piece to the ensemble. Her nails are painted a deep matte black, mirroring the color of the trousers and heels.  A delicate gold chain with a small, sapphire pendant rests against her chest, adding a touch of understated elegance.","gold,crimson,silver,blue,black","silk,cashmere,mesh",,"matte,sheer,distressed",,,outfit_20250421_221737_1.jpg,False,Success,Valid,
20250420_014859,parole hearing,5,2,"MINIMALIST,CONSERVATIVE,ROMANTIC,GLAMOROUS,PROFESSIONAL,BOLD,FORMAL,BOHEMIAN,PROVOCATIVE,EDGY",6.0,8.0,5.0,"A rich brown velvet top with a fitted silhouette and statement architectural pleats cascading down the back. The neckline dips low in a daring V-shape, accented by delicate rust satin piping that echoes the color of blooming desert flowers.","High-waisted olive satin trousers with a wide, flowing leg ending just above the ankle. They feature subtle quilting along the front seams, reminiscent of ancient armor plates, adding a structured, powerful element to the flowy silhouette.","A sleek black lace bra with strategically placed straps for support and a modern aesthetic. The deep V-shape mirrors that of the top, creating a harmonious line.","Seamless nude satin panties with delicate ruching at the hips, ensuring both comfort and elegance.","Sculptural bronze high heels crafted from smooth leather, their sharp lines echoing the architectural pleats of the top. They are fitted with ankle straps adorned with intricate woven bronze detailing that evokes ancient craftsmanship.","A folded scarf in rich brown silk with an abstract print inspired by desert landscapes, tied around the neck to add a touch of bohemian elegance.  A chunky silver cuff bracelet on one wrist, its hammered surface reflecting the light and adding an edgy contrast to the otherwise refined ensemble.","silver,olive,rust,black","silk,lace,satin,velvet",,"woven,smooth",,,outfit_20250421_221749_1.jpg,False,Success,Valid,
"outfit_20250424_001806","20250424_001806","Cocktail Hour","1","1","","","","","","","","","","","","","","","","","Failed","Invalid","Empty response from language model"
"outfit_20250424_001806","20250424_001806","Cocktail Hour","2","1","","","","","","","","","","","","","","","","","Failed","Invalid","Empty response from language model"
"outfit_20250424_001806","20250424_001806","Cocktail Hour","3","1","","","","","","","","","","","","","","","","","Failed","Invalid","Empty response from language model"
"outfit_20250424_001806","20250424_001806","Cocktail Hour","4","1","","","","","","","","","","","","","","","","","Failed","Invalid","Empty response from language model"
"outfit_20250424_001806","20250424_001806","Cocktail Hour","5","1","","","","","","","","","","","","","","","","","Failed","Invalid","Empty response from language model"
"outfit_20250424_001806","20250424_001806","Cocktail Hour","6","1","","","","","","","","","","","","","","","","","Failed","Invalid","Empty response from language model"
"outfit_20250424_001806","20250424_001806","Cocktail Hour","7","1","","","","","","","","","","","","","","","","","Failed","Invalid","Empty response from language model"
"outfit_20250424_001806","20250424_001806","Cocktail Hour","8","1","","","","","","","","","","","","","","","","","Failed","Invalid","Empty response from language model"
"outfit_20250424_001806","20250424_001806","Cocktail Hour","9","1","","","","","","","","","","","","","","","","","Failed","Invalid","Empty response from language model"
"outfit_20250424_001806","20250424_001806","Cocktail Hour","10","1","","","","","","","","","","","","","","","","","Failed","Invalid","Empty response from language model"
"outfit_20250424_003232","20250424_003232","Cocktail Hour","1","1","","","","","","","","","","","","","","","","","Failed","Invalid","Invalid outfit data"
"outfit_20250424_003446","20250424_003446","Cocktail Hour","1","1","","","","","","","","","","","","","","","","","Failed","Invalid","Invalid outfit data"
"outfit_20250424_004428","20250424_004428","cocktail party","1","1","","","","","","","","","","","","","","","","","Failed","Invalid","Invalid outfit data"
"outfit_20250424_004822","20250424_004822","cocktail party","1","1","","","","","","","","","","","","","","","","","Failed","Invalid","Invalid outfit data"
